3
kml test
x     y     s    t_release
  857373.5 	  -133460.0 	 0.000000 	 54983.000000
  855889.5 	  -134785.9 	 0.000000 	 54983.000000
  856394.8 	  -131863.4 	 0.000000 	 54983.000000
  854605.7 	  -132917.1 	 0.000000 	 54983.000000
  857039.3 	  -132838.1 	 0.000000 	 54983.000000
  855336.3 	  -132884.8 	 0.000000 	 54983.000000
  854966.6 	  -133931.3 	 0.000000 	 54983.000000
  855644.1 	  -135110.8 	 0.000000 	 54983.000000
  857014.1 	  -134477.7 	 0.000000 	 54983.000000
  856668.1 	  -133815.3 	 0.000000 	 54983.000000
  856974.1 	  -134854.8 	 0.000000 	 54983.000000
  854139.0 	  -134171.4 	 0.000000 	 54983.000000
  855005.3 	  -135010.0 	 0.000000 	 54983.000000
  856119.4 	  -132758.8 	 0.000000 	 54983.000000
  856387.1 	  -134336.6 	 0.000000 	 54983.000000
  855806.5 	  -133321.5 	 0.000000 	 54983.000000
  856130.7 	  -134737.6 	 0.000000 	 54983.000000
  856356.9 	  -134459.0 	 0.000000 	 54983.000000
  857532.2 	  -133867.4 	 0.000000 	 54983.000000
  854934.7 	  -132633.8 	 0.000000 	 54983.000000
  856703.6 	  -131754.2 	 0.000000 	 54983.000000
  855288.6 	  -132016.8 	 0.000000 	 54983.000000
  856167.1 	  -133223.8 	 0.000000 	 54983.000000
  856235.7 	  -134905.0 	 0.000000 	 54983.000000
  854926.3 	  -132469.3 	 0.000000 	 54983.000000
  856993.6 	  -134162.7 	 0.000000 	 54983.000000
  856202.0 	  -131551.2 	 0.000000 	 54983.000000
  855497.4 	  -132295.9 	 0.000000 	 54983.000000
  856100.3 	  -133367.2 	 0.000000 	 54983.000000
  854852.6 	  -134122.5 	 0.000000 	 54983.000000
  856413.9 	  -133954.4 	 0.000000 	 54983.000000
  855321.3 	  -133826.6 	 0.000000 	 54983.000000
  856671.6 	  -134306.2 	 0.000000 	 54983.000000
  857145.5 	  -133701.7 	 0.000000 	 54983.000000
  856895.0 	  -133552.6 	 0.000000 	 54983.000000
  855089.4 	  -133325.5 	 0.000000 	 54983.000000
  854977.6 	  -133225.7 	 0.000000 	 54983.000000
  856063.3 	  -134453.6 	 0.000000 	 54983.000000
  857393.4 	  -133539.5 	 0.000000 	 54983.000000
  856634.2 	  -133000.9 	 0.000000 	 54983.000000
  854951.8 	  -134536.8 	 0.000000 	 54983.000000
  856678.3 	  -132848.9 	 0.000000 	 54983.000000
  856875.6 	  -134778.8 	 0.000000 	 54983.000000
  857061.4 	  -134052.5 	 0.000000 	 54983.000000
  857152.9 	  -133642.8 	 0.000000 	 54983.000000
  856473.1 	  -131914.5 	 0.000000 	 54983.000000
  855016.1 	  -133171.9 	 0.000000 	 54983.000000
  855806.9 	  -133950.1 	 0.000000 	 54983.000000
  856746.5 	  -133951.2 	 0.000000 	 54983.000000
  855348.3 	  -134052.0 	 0.000000 	 54983.000000
  855621.6 	  -131828.1 	 0.000000 	 54983.000000
  857769.3 	  -133272.4 	 0.000000 	 54983.000000
  857031.8 	  -132539.1 	 0.000000 	 54983.000000
  856696.0 	  -134459.4 	 0.000000 	 54983.000000
  855955.6 	  -133615.1 	 0.000000 	 54983.000000
  855349.1 	  -132694.1 	 0.000000 	 54983.000000
  856870.9 	  -134645.6 	 0.000000 	 54983.000000
  854749.5 	  -132650.7 	 0.000000 	 54983.000000
  856042.2 	  -134210.8 	 0.000000 	 54983.000000
  857687.7 	  -134024.5 	 0.000000 	 54983.000000
  854754.9 	  -134714.4 	 0.000000 	 54983.000000
  854582.0 	  -132820.9 	 0.000000 	 54983.000000
  856378.9 	  -134792.4 	 0.000000 	 54983.000000
  857375.7 	  -133932.5 	 0.000000 	 54983.000000
  856553.5 	  -134465.6 	 0.000000 	 54983.000000
  854475.1 	  -132754.8 	 0.000000 	 54983.000000
  857586.8 	  -132649.0 	 0.000000 	 54983.000000
  855074.3 	  -133075.0 	 0.000000 	 54983.000000
  855670.9 	  -133875.3 	 0.000000 	 54983.000000
  854590.2 	  -133866.5 	 0.000000 	 54983.000000
  856066.4 	  -131847.9 	 0.000000 	 54983.000000
  854994.0 	  -134774.2 	 0.000000 	 54983.000000
  856857.1 	  -133558.8 	 0.000000 	 54983.000000
  854486.2 	  -132694.1 	 0.000000 	 54983.000000
  855222.3 	  -134211.4 	 0.000000 	 54983.000000
  856999.6 	  -132993.9 	 0.000000 	 54983.000000
  855995.2 	  -134027.6 	 0.000000 	 54983.000000
  856177.3 	  -134047.8 	 0.000000 	 54983.000000
  854967.9 	  -131854.2 	 0.000000 	 54983.000000
  854399.5 	  -132872.1 	 0.000000 	 54983.000000
  857595.4 	  -132515.4 	 0.000000 	 54983.000000
  855010.0 	  -133183.8 	 0.000000 	 54983.000000
  856223.6 	  -133671.2 	 0.000000 	 54983.000000
  857207.7 	  -134843.3 	 0.000000 	 54983.000000
  857757.0 	  -134145.6 	 0.000000 	 54983.000000
  856928.0 	  -133523.5 	 0.000000 	 54983.000000
  855262.2 	  -133073.7 	 0.000000 	 54983.000000
  856980.9 	  -134946.4 	 0.000000 	 54983.000000
  856772.5 	  -133390.8 	 0.000000 	 54983.000000
  856881.8 	  -132426.7 	 0.000000 	 54983.000000
  857298.3 	  -133564.3 	 0.000000 	 54983.000000
  855147.1 	  -132334.9 	 0.000000 	 54983.000000
  855704.1 	  -134209.3 	 0.000000 	 54983.000000
  855259.7 	  -132506.1 	 0.000000 	 54983.000000
  856401.2 	  -133210.1 	 0.000000 	 54983.000000
  855742.9 	  -134549.6 	 0.000000 	 54983.000000
  856939.1 	  -133298.8 	 0.000000 	 54983.000000
  856975.3 	  -131931.3 	 0.000000 	 54983.000000
  856026.1 	  -134271.0 	 0.000000 	 54983.000000
  856870.5 	  -134587.0 	 0.000000 	 54983.000000
  856870.6 	  -132549.4 	 0.000000 	 54983.000000
  854782.0 	  -134222.9 	 0.000000 	 54983.000000
  854656.0 	  -133765.0 	 0.000000 	 54983.000000
  857564.2 	  -133157.2 	 0.000000 	 54983.000000
  855629.4 	  -134565.0 	 0.000000 	 54983.000000
  855897.3 	  -135119.2 	 0.000000 	 54983.000000
  857606.3 	  -134026.5 	 0.000000 	 54983.000000
  857119.6 	  -134689.9 	 0.000000 	 54983.000000
  857170.4 	  -132902.3 	 0.000000 	 54983.000000
  857121.7 	  -132816.0 	 0.000000 	 54983.000000
  857311.9 	  -132128.3 	 0.000000 	 54983.000000
  854935.9 	  -134360.0 	 0.000000 	 54983.000000
  856594.9 	  -132331.0 	 0.000000 	 54983.000000
  854010.9 	  -133550.9 	 0.000000 	 54983.000000
